row_type,window_door_mark,series,width,height,dimension_unit,dimension_basis_opening_or_finished_frame,quantity,opening_type,viewing_side,glazing,hardware,interior_color,exterior_color,target_performance,installation_interface,delivery_country_city,target_delivery_date,notes
BLANK_INPUT_ROW,,,,,,,,,,,,,,,,,,
